date,store_id,sku_id,category,region,price,promotion,holiday,units_sold,lead_time_days,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,month,week_of_year,weekend
2024-07-09,S01,SKU019,Personal Care,South,353.9,0,0,57,9,47.0,45.0,48.0,53.0,55.0,53.17857142857143,1,7,28,0
2024-07-10,S01,SKU019,Personal Care,South,361.94,0,0,47,2,57.0,64.0,54.0,47.0,56.714285714285715,53.32142857142857,2,7,28,0
2024-07-11,S01,SKU019,Personal Care,South,355.05,0,0,50,6,47.0,45.0,58.0,54.0,54.285714285714285,53.32142857142857,3,7,28,0
2024-07-12,S01,SKU019,Personal Care,South,353.8,0,0,56,5,50.0,53.0,54.0,56.0,55.0,53.17857142857143,4,7,28,0
2024-07-13,S01,SKU019,Personal Care,South,358.43,0,0,45,3,56.0,76.0,58.0,59.0,55.42857142857143,53.17857142857143,5,7,28,1
2024-07-14,S01,SKU019,Personal Care,South,355.28,0,0,50,8,45.0,55.0,45.0,52.0,51.0,52.67857142857143,6,7,28,1
2024-07-15,S01,SKU019,Personal Care,South,331.29,1,0,60,4,50.0,47.0,55.0,40.0,50.285714285714285,52.607142857142854,0,7,29,0
2024-07-16,S01,SKU019,Personal Care,South,354.0,0,0,43,9,60.0,57.0,45.0,51.0,52.142857142857146,53.32142857142857,1,7,29,0
2024-07-17,S01,SKU019,Personal Care,South,365.59,0,0,46,7,43.0,47.0,64.0,47.0,50.142857142857146,53.035714285714285,2,7,29,0
2024-07-18,S01,SKU019,Personal Care,South,353.26,0,0,49,4,46.0,50.0,45.0,64.0,50.0,53.0,3,7,29,0
2024-07-19,S01,SKU019,Personal Care,South,349.3,0,0,46,4,49.0,56.0,53.0,47.0,49.857142857142854,52.464285714285715,4,7,29,0
2024-07-20,S01,SKU019,Personal Care,South,347.21,0,0,52,8,46.0,45.0,76.0,60.0,48.42857142857143,52.42857142857143,5,7,29,1
2024-07-21,S01,SKU019,Personal Care,South,356.57,0,0,54,6,52.0,50.0,55.0,50.0,49.42857142857143,52.142857142857146,6,7,29,1
2024-07-22,S01,SKU019,Personal Care,South,361.28,0,0,45,6,54.0,60.0,47.0,52.0,50.0,52.285714285714285,0,7,30,0
2024-07-23,S01,SKU019,Personal Care,South,354.18,0,0,44,7,45.0,43.0,57.0,48.0,47.857142857142854,52.035714285714285,1,7,30,0
2024-07-24,S01,SKU019,Personal Care,South,357.74,0,0,43,6,44.0,46.0,47.0,54.0,48.0,51.892857142857146,2,7,30,0
2024-07-25,S01,SKU019,Personal Care,South,354.92,0,0,53,7,43.0,49.0,50.0,58.0,47.57142857142857,51.5,3,7,30,0
2024-07-26,S01,SKU019,Personal Care,South,352.76,0,0,46,4,53.0,46.0,56.0,54.0,48.142857142857146,51.32142857142857,4,7,30,0
2024-07-27,S01,SKU019,Personal Care,South,358.5,0,0,47,9,46.0,52.0,45.0,58.0,48.142857142857146,51.035714285714285,5,7,30,1
2024-07-28,S01,SKU019,Personal Care,South,363.12,0,0,46,3,47.0,54.0,50.0,45.0,47.42857142857143,50.642857142857146,6,7,30,1
2024-07-29,S01,SKU019,Personal Care,South,360.11,0,0,39,3,46.0,45.0,60.0,55.0,46.285714285714285,50.67857142857143,0,7,31,0
2024-07-30,S01,SKU019,Personal Care,South,360.53,0,0,49,3,39.0,44.0,43.0,45.0,45.42857142857143,50.107142857142854,1,7,31,0
2024-07-31,S01,SKU019,Personal Care,South,351.77,0,0,40,9,49.0,43.0,46.0,64.0,46.142857142857146,50.25,2,7,31,0
2024-08-01,S01,SKU019,Personal Care,South,357.83,0,0,43,5,40.0,53.0,49.0,45.0,45.714285714285715,49.392857142857146,3,8,31,0
2024-08-02,S01,SKU019,Personal Care,South,344.02,0,0,48,5,43.0,46.0,46.0,53.0,44.285714285714285,49.32142857142857,4,8,31,0
2024-08-03,S01,SKU019,Personal Care,South,330.11,1,0,71,8,48.0,47.0,52.0,76.0,44.57142857142857,49.142857142857146,5,8,31,1
2024-08-04,S01,SKU019,Personal Care,South,359.36,0,0,57,4,71.0,46.0,54.0,55.0,48.0,48.964285714285715,6,8,31,1
2024-08-05,S01,SKU019,Personal Care,South,355.52,0,0,49,5,57.0,39.0,45.0,47.0,49.57142857142857,49.035714285714285,0,8,32,0
2024-08-06,S01,SKU019,Personal Care,South,361.51,0,0,31,2,49.0,49.0,44.0,57.0,51.0,49.107142857142854,1,8,32,0
2024-08-07,S01,SKU019,Personal Care,South,361.88,0,0,46,3,31.0,40.0,43.0,47.0,48.42857142857143,48.17857142857143,2,8,32,0
2024-08-08,S01,SKU019,Personal Care,South,355.5,0,0,47,8,46.0,43.0,53.0,50.0,49.285714285714285,48.142857142857146,3,8,32,0
2024-08-09,S01,SKU019,Personal Care,South,359.74,0,0,47,9,47.0,48.0,46.0,56.0,49.857142857142854,48.035714285714285,4,8,32,0
2024-08-10,S01,SKU019,Personal Care,South,333.96,1,0,66,5,47.0,71.0,47.0,45.0,49.714285714285715,47.714285714285715,5,8,32,1
2024-08-11,S01,SKU019,Personal Care,South,363.98,0,0,48,8,66.0,57.0,46.0,50.0,49.0,48.464285714285715,6,8,32,1
2024-08-12,S01,SKU019,Personal Care,South,361.96,0,0,46,6,48.0,49.0,39.0,60.0,47.714285714285715,48.392857142857146,0,8,33,0
2024-08-13,S01,SKU019,Personal Care,South,346.43,0,0,40,3,46.0,31.0,49.0,43.0,47.285714285714285,47.892857142857146,1,8,33,0
2024-08-14,S01,SKU019,Personal Care,South,357.44,0,0,47,9,40.0,46.0,40.0,46.0,48.57142857142857,47.785714285714285,2,8,33,0
2024-08-15,S01,SKU019,Personal Care,South,363.9,0,1,42,2,47.0,47.0,43.0,49.0,48.714285714285715,47.82142857142857,3,8,33,0
2024-08-16,S01,SKU019,Personal Care,South,354.88,0,0,45,9,42.0,47.0,48.0,46.0,48.0,47.57142857142857,4,8,33,0
2024-08-17,S01,SKU019,Personal Care,South,356.17,0,0,47,3,45.0,66.0,71.0,52.0,47.714285714285715,47.535714285714285,5,8,33,1
2024-08-18,S01,SKU019,Personal Care,South,357.55,0,0,54,7,47.0,48.0,57.0,54.0,45.0,47.357142857142854,6,8,33,1
2024-08-19,S01,SKU019,Personal Care,South,352.67,0,0,53,4,54.0,46.0,49.0,45.0,45.857142857142854,47.357142857142854,0,8,34,0
2024-08-20,S01,SKU019,Personal Care,South,350.92,0,0,42,8,53.0,40.0,31.0,44.0,46.857142857142854,47.642857142857146,1,8,34,0
2024-08-21,S01,SKU019,Personal Care,South,361.03,0,0,50,9,42.0,47.0,46.0,43.0,47.142857142857146,47.57142857142857,2,8,34,0
2024-08-22,S01,SKU019,Personal Care,South,357.16,0,0,46,7,50.0,42.0,47.0,53.0,47.57142857142857,47.82142857142857,3,8,34,0
2024-08-23,S01,SKU019,Personal Care,South,326.12,1,0,63,9,46.0,45.0,47.0,46.0,48.142857142857146,47.57142857142857,4,8,34,0
2024-08-24,S01,SKU019,Personal Care,South,364.06,0,0,43,3,63.0,47.0,66.0,47.0,50.714285714285715,48.17857142857143,5,8,34,1
2024-08-25,S01,SKU019,Personal Care,South,353.56,0,0,48,7,43.0,54.0,48.0,46.0,50.142857142857146,48.035714285714285,6,8,34,1
2024-08-26,S01,SKU019,Personal Care,South,346.39,0,0,42,2,48.0,53.0,46.0,39.0,49.285714285714285,48.107142857142854,0,8,35,0
2024-08-27,S01,SKU019,Personal Care,South,365.35,0,0,41,2,42.0,42.0,40.0,49.0,47.714285714285715,48.214285714285715,1,8,35,0
2024-08-28,S01,SKU019,Personal Care,South,321.13,1,0,65,3,41.0,50.0,47.0,40.0,47.57142857142857,47.92857142857143,2,8,35,0
2024-08-29,S01,SKU019,Personal Care,South,361.24,0,0,37,3,65.0,46.0,42.0,43.0,49.714285714285715,48.82142857142857,3,8,35,0
2024-08-30,S01,SKU019,Personal Care,South,322.94,1,0,45,7,37.0,63.0,45.0,48.0,48.42857142857143,48.607142857142854,4,8,35,0
2024-08-31,S01,SKU019,Personal Care,South,352.76,0,0,50,7,45.0,43.0,47.0,71.0,45.857142857142854,48.5,5,8,35,1
2024-09-01,S01,SKU019,Personal Care,South,361.6,0,0,55,7,50.0,48.0,54.0,57.0,46.857142857142854,47.75,6,9,35,1
2024-09-02,S01,SKU019,Personal Care,South,351.57,0,0,46,8,55.0,42.0,53.0,49.0,47.857142857142854,47.67857142857143,0,9,36,0
2024-09-03,S01,SKU019,Personal Care,South,353.58,0,0,25,7,46.0,41.0,42.0,31.0,48.42857142857143,47.57142857142857,1,9,36,0
2024-09-04,S01,SKU019,Personal Care,South,360.74,0,0,39,2,25.0,65.0,50.0,46.0,46.142857142857146,47.357142857142854,2,9,36,0
2024-09-05,S01,SKU019,Personal Care,South,354.48,0,0,41,5,39.0,37.0,46.0,47.0,42.42857142857143,47.107142857142854,3,9,36,0
2024-09-06,S01,SKU019,Personal Care,South,362.13,0,0,49,2,41.0,45.0,63.0,47.0,43.0,46.892857142857146,4,9,36,0
2024-09-07,S01,SKU019,Personal Care,South,358.89,0,0,38,7,49.0,50.0,43.0,66.0,43.57142857142857,46.964285714285715,5,9,36,1
2024-09-08,S01,SKU019,Personal Care,South,339.02,1,0,56,2,38.0,55.0,48.0,48.0,41.857142857142854,45.964285714285715,6,9,36,1
2024-09-09,S01,SKU019,Personal Care,South,354.25,0,0,40,5,56.0,46.0,42.0,46.0,42.0,46.25,0,9,37,0
2024-09-10,S01,SKU019,Personal Care,South,362.64,0,0,40,7,40.0,25.0,41.0,40.0,41.142857142857146,46.035714285714285,1,9,37,0
2024-09-11,S01,SKU019,Personal Care,South,354.99,0,0,31,7,40.0,39.0,65.0,47.0,43.285714285714285,46.035714285714285,2,9,37,0
2024-09-12,S01,SKU019,Personal Care,South,356.93,0,0,38,6,31.0,41.0,37.0,42.0,42.142857142857146,45.464285714285715,3,9,37,0
2024-09-13,S01,SKU019,Personal Care,South,362.46,0,0,40,5,38.0,49.0,45.0,45.0,41.714285714285715,45.32142857142857,4,9,37,0
2024-09-14,S01,SKU019,Personal Care,South,357.22,0,0,49,3,40.0,38.0,50.0,47.0,40.42857142857143,45.142857142857146,5,9,37,1
2024-09-15,S01,SKU019,Personal Care,South,351.01,0,0,45,4,49.0,56.0,55.0,54.0,42.0,45.214285714285715,6,9,37,1
2024-09-16,S01,SKU019,Personal Care,South,364.11,0,0,44,3,45.0,40.0,46.0,53.0,40.42857142857143,44.892857142857146,0,9,38,0
2024-09-17,S01,SKU019,Personal Care,South,357.69,0,0,42,3,44.0,40.0,25.0,42.0,41.0,44.57142857142857,1,9,38,0
2024-09-18,S01,SKU019,Personal Care,South,356.9,0,0,35,6,42.0,31.0,39.0,50.0,41.285714285714285,44.57142857142857,2,9,38,0
2024-09-19,S01,SKU019,Personal Care,South,359.21,0,0,42,9,35.0,38.0,41.0,46.0,41.857142857142854,44.035714285714285,3,9,38,0
2024-09-20,S01,SKU019,Personal Care,South,352.74,0,0,48,4,42.0,40.0,49.0,63.0,42.42857142857143,43.892857142857146,4,9,38,0
2024-09-21,S01,SKU019,Personal Care,South,360.03,0,0,44,3,48.0,49.0,38.0,43.0,43.57142857142857,43.357142857142854,5,9,38,1
2024-09-22,S01,SKU019,Personal Care,South,360.37,0,0,43,4,44.0,45.0,56.0,48.0,42.857142857142854,43.392857142857146,6,9,38,1
2024-09-23,S01,SKU019,Personal Care,South,329.81,1,0,55,3,43.0,44.0,40.0,42.0,42.57142857142857,43.214285714285715,0,9,39,0
2024-09-24,S01,SKU019,Personal Care,South,356.06,0,0,46,9,55.0,42.0,40.0,41.0,44.142857142857146,43.67857142857143,1,9,39,0
2024-09-25,S01,SKU019,Personal Care,South,362.65,0,0,27,6,46.0,35.0,31.0,65.0,44.714285714285715,43.857142857142854,2,9,39,0
2024-09-26,S01,SKU019,Personal Care,South,351.83,0,0,36,2,27.0,42.0,38.0,37.0,43.57142857142857,42.5,3,9,39,0
2024-09-27,S01,SKU019,Personal Care,South,359.58,0,0,44,3,36.0,48.0,40.0,45.0,42.714285714285715,42.464285714285715,4,9,39,0
2024-09-28,S01,SKU019,Personal Care,South,353.2,0,0,47,2,44.0,44.0,49.0,50.0,42.142857142857146,42.42857142857143,5,9,39,1
2024-09-29,S01,SKU019,Personal Care,South,362.59,0,0,45,9,47.0,43.0,45.0,55.0,42.57142857142857,42.32142857142857,6,9,39,1
2024-09-30,S01,SKU019,Personal Care,South,362.32,0,0,32,9,45.0,55.0,44.0,46.0,42.857142857142854,41.964285714285715,0,9,40,0
2024-10-01,S01,SKU019,Personal Care,South,359.25,0,0,51,3,32.0,46.0,42.0,25.0,39.57142857142857,41.464285714285715,1,10,40,0
2024-10-02,S01,SKU019,Personal Care,South,366.78,0,1,44,4,51.0,27.0,35.0,39.0,40.285714285714285,42.392857142857146,2,10,40,0
2024-10-03,S01,SKU019,Personal Care,South,359.83,0,0,40,9,44.0,36.0,42.0,41.0,42.714285714285715,42.57142857142857,3,10,40,0
2024-10-04,S01,SKU019,Personal Care,South,369.84,0,0,31,2,40.0,44.0,48.0,49.0,43.285714285714285,42.535714285714285,4,10,40,0
2024-10-05,S01,SKU019,Personal Care,South,356.37,0,0,44,6,31.0,47.0,44.0,38.0,41.42857142857143,41.892857142857146,5,10,40,1
2024-10-06,S01,SKU019,Personal Care,South,360.36,0,0,46,3,44.0,45.0,43.0,56.0,41.0,42.107142857142854,6,10,40,1
2024-10-07,S01,SKU019,Personal Care,South,356.99,0,0,43,6,46.0,32.0,55.0,40.0,41.142857142857146,41.75,0,10,41,0
2024-10-08,S01,SKU019,Personal Care,South,366.3,0,0,37,7,43.0,51.0,46.0,40.0,42.714285714285715,41.857142857142854,1,10,41,0
2024-10-09,S01,SKU019,Personal Care,South,353.13,0,0,43,8,37.0,44.0,27.0,31.0,40.714285714285715,41.75,2,10,41,0
2024-10-10,S01,SKU019,Personal Care,South,360.59,0,0,40,7,43.0,40.0,36.0,38.0,40.57142857142857,42.17857142857143,3,10,41,0
2024-10-11,S01,SKU019,Personal Care,South,357.13,0,0,44,7,40.0,31.0,44.0,40.0,40.57142857142857,42.25,4,10,41,0
2024-10-12,S01,SKU019,Personal Care,South,352.25,0,0,56,2,44.0,44.0,47.0,49.0,42.42857142857143,42.392857142857146,5,10,41,1
2024-10-13,S01,SKU019,Personal Care,South,350.35,0,0,40,9,56.0,46.0,45.0,45.0,44.142857142857146,42.642857142857146,6,10,41,1
2024-10-14,S01,SKU019,Personal Care,South,328.26,1,0,52,3,40.0,43.0,32.0,44.0,43.285714285714285,42.464285714285715,0,10,42,0
2024-10-15,S01,SKU019,Personal Care,South,362.65,0,0,45,5,52.0,37.0,51.0,42.0,44.57142857142857,42.75,1,10,42,0
2024-10-16,S01,SKU019,Personal Care,South,353.69,0,0,34,7,45.0,43.0,44.0,35.0,45.714285714285715,42.857142857142854,2,10,42,0
2024-10-17,S01,SKU019,Personal Care,South,355.45,0,0,39,3,34.0,40.0,40.0,42.0,44.42857142857143,42.82142857142857,3,10,42,0
2024-10-18,S01,SKU019,Personal Care,South,355.9,0,0,39,3,39.0,44.0,31.0,48.0,44.285714285714285,42.714285714285715,4,10,42,0
2024-10-19,S01,SKU019,Personal Care,South,359.68,0,0,38,6,39.0,56.0,44.0,44.0,43.57142857142857,42.392857142857146,5,10,42,1
2024-10-20,S01,SKU019,Personal Care,South,359.97,0,0,46,9,38.0,40.0,46.0,43.0,41.0,42.17857142857143,6,10,42,1
2024-10-21,S01,SKU019,Personal Care,South,327.05,1,0,57,9,46.0,52.0,43.0,55.0,41.857142857142854,42.285714285714285,0,10,43,0
2024-10-22,S01,SKU019,Personal Care,South,355.26,0,0,45,3,57.0,45.0,37.0,46.0,42.57142857142857,42.357142857142854,1,10,43,0
2024-10-23,S01,SKU019,Personal Care,South,353.86,0,0,44,3,45.0,34.0,43.0,27.0,42.57142857142857,42.32142857142857,2,10,43,0
2024-10-24,S01,SKU019,Personal Care,South,349.16,0,0,40,4,44.0,39.0,40.0,36.0,44.0,42.92857142857143,3,10,43,0
2024-10-25,S01,SKU019,Personal Care,South,357.7,0,0,44,2,40.0,39.0,44.0,44.0,44.142857142857146,43.07142857142857,4,10,43,0
2024-10-26,S01,SKU019,Personal Care,South,354.76,0,0,51,2,44.0,38.0,56.0,47.0,44.857142857142854,43.07142857142857,5,10,43,1
2024-10-27,S01,SKU019,Personal Care,South,353.53,0,0,46,8,51.0,46.0,40.0,45.0,46.714285714285715,43.214285714285715,6,10,43,1
2024-10-28,S01,SKU019,Personal Care,South,352.46,0,0,42,8,46.0,57.0,52.0,32.0,46.714285714285715,43.25,0,10,44,0
2024-10-29,S01,SKU019,Personal Care,South,354.85,0,0,38,8,42.0,45.0,45.0,51.0,44.57142857142857,43.607142857142854,1,10,44,0
2024-10-30,S01,SKU019,Personal Care,South,363.6,0,0,40,7,38.0,44.0,34.0,44.0,43.57142857142857,43.142857142857146,2,10,44,0
2024-10-31,S01,SKU019,Personal Care,South,357.63,0,0,49,9,40.0,40.0,39.0,40.0,43.0,43.0,3,10,44,0
2024-11-01,S01,SKU019,Personal Care,South,334.58,1,0,54,3,49.0,44.0,39.0,31.0,44.285714285714285,43.32142857142857,4,11,44,0
2024-11-02,S01,SKU019,Personal Care,South,352.77,0,0,48,3,54.0,51.0,38.0,44.0,45.714285714285715,44.142857142857146,5,11,44,1
2024-11-03,S01,SKU019,Personal Care,South,325.34,1,0,56,6,48.0,46.0,46.0,46.0,45.285714285714285,44.285714285714285,6,11,44,1
2024-11-04,S01,SKU019,Personal Care,South,365.68,0,0,37,3,56.0,42.0,57.0,43.0,46.714285714285715,44.642857142857146,0,11,45,0
2024-11-05,S01,SKU019,Personal Care,South,341.73,1,0,49,2,37.0,38.0,45.0,37.0,46.0,44.42857142857143,1,11,45,0
2024-11-06,S01,SKU019,Personal Care,South,364.23,0,0,40,3,49.0,40.0,44.0,43.0,47.57142857142857,44.857142857142854,2,11,45,0
2024-11-07,S01,SKU019,Personal Care,South,359.81,0,0,49,2,40.0,49.0,40.0,40.0,47.57142857142857,44.75,3,11,45,0
2024-11-08,S01,SKU019,Personal Care,South,365.76,0,0,45,6,49.0,54.0,44.0,44.0,47.57142857142857,45.07142857142857,4,11,45,0
2024-11-09,S01,SKU019,Personal Care,South,354.28,0,0,46,7,45.0,48.0,51.0,56.0,46.285714285714285,45.107142857142854,5,11,45,1
2024-11-10,S01,SKU019,Personal Care,South,362.69,0,0,47,8,46.0,56.0,46.0,40.0,46.0,44.75,6,11,45,1
2024-11-11,S01,SKU019,Personal Care,South,353.06,0,0,49,8,47.0,37.0,42.0,52.0,44.714285714285715,45.0,0,11,46,0
2024-11-12,S01,SKU019,Personal Care,South,357.01,0,0,42,7,49.0,49.0,38.0,45.0,46.42857142857143,44.892857142857146,1,11,46,0
2024-11-13,S01,SKU019,Personal Care,South,327.95,1,0,62,2,42.0,40.0,40.0,34.0,45.42857142857143,44.785714285714285,2,11,46,0
2024-11-14,S01,SKU019,Personal Care,South,366.75,0,0,38,7,62.0,49.0,49.0,39.0,48.57142857142857,45.785714285714285,3,11,46,0
2024-11-15,S01,SKU019,Personal Care,South,369.6,0,0,48,9,38.0,45.0,54.0,39.0,47.0,45.75,4,11,46,0
2024-11-16,S01,SKU019,Personal Care,South,352.73,0,0,52,2,48.0,46.0,48.0,38.0,47.42857142857143,46.07142857142857,5,11,46,1
2024-11-17,S01,SKU019,Personal Care,South,358.56,0,0,47,2,52.0,47.0,56.0,46.0,48.285714285714285,46.57142857142857,6,11,46,1
2024-11-18,S01,SKU019,Personal Care,South,353.09,0,0,45,2,47.0,49.0,37.0,57.0,48.285714285714285,46.607142857142854,0,11,47,0
2024-11-19,S01,SKU019,Personal Care,South,355.26,0,0,41,3,45.0,42.0,49.0,45.0,47.714285714285715,46.17857142857143,1,11,47,0
2024-11-20,S01,SKU019,Personal Care,South,349.8,0,0,47,6,41.0,62.0,40.0,44.0,47.57142857142857,46.035714285714285,2,11,47,0
2024-11-21,S01,SKU019,Personal Care,South,356.83,0,0,43,3,47.0,38.0,49.0,40.0,45.42857142857143,46.142857142857146,3,11,47,0
2024-11-22,S01,SKU019,Personal Care,South,355.73,0,0,49,2,43.0,48.0,45.0,44.0,46.142857142857146,46.25,4,11,47,0
2024-11-23,S01,SKU019,Personal Care,South,350.97,0,0,45,4,49.0,52.0,46.0,51.0,46.285714285714285,46.42857142857143,5,11,47,1
2024-11-24,S01,SKU019,Personal Care,South,360.37,0,0,50,6,45.0,47.0,47.0,46.0,45.285714285714285,46.214285714285715,6,11,47,1
2024-11-25,S01,SKU019,Personal Care,South,353.07,0,0,46,2,50.0,45.0,49.0,42.0,45.714285714285715,46.357142857142854,0,11,48,0
2024-11-26,S01,SKU019,Personal Care,South,350.72,0,0,42,7,46.0,41.0,42.0,38.0,45.857142857142854,46.5,1,11,48,0
2024-11-27,S01,SKU019,Personal Care,South,355.37,0,0,39,6,42.0,47.0,62.0,40.0,46.0,46.642857142857146,2,11,48,0
2024-11-28,S01,SKU019,Personal Care,South,353.61,0,0,39,8,39.0,43.0,38.0,49.0,44.857142857142854,46.607142857142854,3,11,48,0
2024-11-29,S01,SKU019,Personal Care,South,357.76,0,0,45,2,39.0,49.0,48.0,54.0,44.285714285714285,46.25,4,11,48,0
2024-11-30,S01,SKU019,Personal Care,South,361.48,0,0,45,3,45.0,45.0,52.0,48.0,43.714285714285715,45.92857142857143,5,11,48,1
2024-12-01,S01,SKU019,Personal Care,South,359.18,0,0,53,3,45.0,50.0,47.0,56.0,43.714285714285715,45.82142857142857,6,12,48,1
2024-12-02,S01,SKU019,Personal Care,South,353.69,0,0,49,4,53.0,46.0,45.0,37.0,44.142857142857146,45.714285714285715,0,12,49,0
2024-12-03,S01,SKU019,Personal Care,South,354.15,0,0,46,6,49.0,42.0,41.0,49.0,44.57142857142857,46.142857142857146,1,12,49,0
2024-12-04,S01,SKU019,Personal Care,South,353.23,0,0,47,8,46.0,39.0,47.0,40.0,45.142857142857146,46.035714285714285,2,12,49,0
2024-12-05,S01,SKU019,Personal Care,South,361.27,0,0,43,3,47.0,39.0,43.0,49.0,46.285714285714285,46.285714285714285,3,12,49,0
2024-12-06,S01,SKU019,Personal Care,South,370.25,0,0,51,5,43.0,45.0,49.0,45.0,46.857142857142854,46.07142857142857,4,12,49,0
2024-12-07,S01,SKU019,Personal Care,South,328.24,1,0,64,5,51.0,45.0,45.0,46.0,47.714285714285715,46.285714285714285,5,12,49,1
2024-12-08,S01,SKU019,Personal Care,South,346.3,0,0,48,6,64.0,53.0,50.0,47.0,50.42857142857143,46.92857142857143,6,12,49,1
2024-12-09,S01,SKU019,Personal Care,South,353.76,0,0,49,4,48.0,49.0,46.0,49.0,49.714285714285715,46.964285714285715,0,12,50,0
2024-12-10,S01,SKU019,Personal Care,South,353.43,0,0,36,4,49.0,46.0,42.0,42.0,49.714285714285715,46.964285714285715,1,12,50,0
2024-12-11,S01,SKU019,Personal Care,South,358.62,0,0,51,8,36.0,47.0,39.0,62.0,48.285714285714285,46.75,2,12,50,0
2024-12-12,S01,SKU019,Personal Care,South,355.39,0,0,43,5,51.0,43.0,39.0,38.0,48.857142857142854,46.357142857142854,3,12,50,0
2024-12-13,S01,SKU019,Personal Care,South,364.69,0,0,48,4,43.0,51.0,45.0,48.0,48.857142857142854,46.535714285714285,4,12,50,0
2024-12-14,S01,SKU019,Personal Care,South,350.01,0,0,66,5,48.0,64.0,45.0,52.0,48.42857142857143,46.535714285714285,5,12,50,1
2024-12-15,S01,SKU019,Personal Care,South,360.67,0,0,49,6,66.0,48.0,53.0,47.0,48.714285714285715,47.035714285714285,6,12,50,1
2024-12-16,S01,SKU019,Personal Care,South,350.96,0,0,50,4,49.0,49.0,49.0,45.0,48.857142857142854,47.107142857142854,0,12,51,0
2024-12-17,S01,SKU019,Personal Care,South,352.67,0,0,54,7,50.0,36.0,46.0,41.0,49.0,47.285714285714285,1,12,51,0
2024-12-18,S01,SKU019,Personal Care,South,356.74,0,0,51,4,54.0,51.0,47.0,47.0,51.57142857142857,47.75,2,12,51,0
2024-12-19,S01,SKU019,Personal Care,South,358.91,0,0,45,4,51.0,43.0,43.0,43.0,51.57142857142857,47.892857142857146,3,12,51,0
2024-12-20,S01,SKU019,Personal Care,South,363.44,0,0,38,7,45.0,48.0,51.0,49.0,51.857142857142854,47.964285714285715,4,12,51,0
2024-12-21,S01,SKU019,Personal Care,South,359.77,0,0,60,4,38.0,66.0,64.0,45.0,50.42857142857143,47.57142857142857,5,12,51,1
2024-12-22,S01,SKU019,Personal Care,South,365.32,0,0,56,7,60.0,49.0,48.0,50.0,49.57142857142857,48.107142857142854,6,12,51,1
2024-12-23,S01,SKU019,Personal Care,South,354.65,0,0,55,4,56.0,50.0,49.0,46.0,50.57142857142857,48.32142857142857,0,12,52,0
2024-12-24,S01,SKU019,Personal Care,South,356.75,0,0,45,5,55.0,54.0,36.0,42.0,51.285714285714285,48.642857142857146,1,12,52,0
2024-12-25,S01,SKU019,Personal Care,South,356.45,0,1,58,4,45.0,51.0,51.0,39.0,50.0,48.75,2,12,52,0
2024-12-26,S01,SKU019,Personal Care,South,353.35,0,0,43,9,58.0,45.0,43.0,39.0,51.0,49.42857142857143,3,12,52,0
2024-12-27,S01,SKU019,Personal Care,South,360.33,0,0,47,7,43.0,38.0,48.0,45.0,50.714285714285715,49.57142857142857,4,12,52,0
2024-12-28,S01,SKU019,Personal Care,South,357.52,0,0,51,9,47.0,60.0,66.0,45.0,52.0,49.642857142857146,5,12,52,1
2024-12-29,S01,SKU019,Personal Care,South,367.86,0,0,59,7,51.0,56.0,49.0,53.0,50.714285714285715,49.857142857142854,6,12,52,1
2024-12-30,S01,SKU019,Personal Care,South,350.76,0,0,50,2,59.0,55.0,50.0,49.0,51.142857142857146,50.07142857142857,0,12,1,0
2024-12-31,S01,SKU019,Personal Care,South,362.64,0,0,50,4,50.0,45.0,54.0,46.0,50.42857142857143,50.107142857142854,1,12,1,0
2025-01-01,S01,SKU019,Personal Care,South,351.51,0,1,63,5,50.0,58.0,51.0,47.0,51.142857142857146,50.25,2,1,1,0
2025-01-02,S01,SKU019,Personal Care,South,332.14,1,0,73,8,63.0,43.0,45.0,43.0,51.857142857142854,50.82142857142857,3,1,1,0
2025-01-03,S01,SKU019,Personal Care,South,360.9,0,0,60,2,73.0,47.0,38.0,51.0,56.142857142857146,51.892857142857146,4,1,1,0
2025-01-04,S01,SKU019,Personal Care,South,359.31,0,0,60,7,60.0,51.0,60.0,64.0,58.0,52.214285714285715,5,1,1,1
2025-01-05,S01,SKU019,Personal Care,South,356.39,0,0,48,2,60.0,59.0,56.0,48.0,59.285714285714285,52.07142857142857,6,1,1,1
2025-01-06,S01,SKU019,Personal Care,South,350.96,0,0,53,6,48.0,50.0,55.0,49.0,57.714285714285715,52.07142857142857,0,1,2,0
2025-01-07,S01,SKU019,Personal Care,South,355.47,0,0,42,3,53.0,50.0,45.0,36.0,58.142857142857146,52.214285714285715,1,1,2,0
2025-01-08,S01,SKU019,Personal Care,South,358.83,0,0,49,9,42.0,63.0,58.0,51.0,57.0,52.42857142857143,2,1,2,0
2025-01-09,S01,SKU019,Personal Care,South,362.48,0,0,54,6,49.0,73.0,43.0,43.0,55.0,52.357142857142854,3,1,2,0
2025-01-10,S01,SKU019,Personal Care,South,358.92,0,0,48,9,54.0,60.0,47.0,48.0,52.285714285714285,52.75,4,1,2,0
2025-01-11,S01,SKU019,Personal Care,South,329.89,1,0,85,9,48.0,60.0,51.0,66.0,50.57142857142857,52.75,5,1,2,1
2025-01-12,S01,SKU019,Personal Care,South,329.51,1,0,71,2,85.0,48.0,59.0,49.0,54.142857142857146,53.42857142857143,6,1,2,1
