date,store_id,sku_id,category,region,price,promotion,holiday,units_sold,lead_time_days,forecast_units,absolute_error
2025-09-09,S01,SKU017,Beverages,South,179.72,0,0,17,7,19.43,2.43
2025-09-10,S01,SKU017,Beverages,South,180.13,0,0,27,8,19.44,7.56
2025-09-11,S01,SKU017,Beverages,South,174.12,0,0,20,5,20.38,0.38
2025-09-12,S01,SKU017,Beverages,South,179.96,0,0,22,6,19.64,2.36
2025-09-13,S01,SKU017,Beverages,South,174.22,0,0,16,2,21.57,5.57
2025-09-14,S01,SKU017,Beverages,South,178.92,0,0,21,4,20.95,0.05
2025-09-15,S01,SKU017,Beverages,South,176.76,0,0,21,2,19.73,1.27
2025-09-16,S01,SKU017,Beverages,South,177.84,0,0,21,3,19.47,1.53
2025-09-17,S01,SKU017,Beverages,South,170.62,0,0,19,3,19.96,0.96
2025-09-18,S01,SKU017,Beverages,South,177.94,0,0,21,7,19.28,1.72
2025-09-19,S01,SKU017,Beverages,South,177.93,0,0,23,9,19.55,3.45
2025-09-20,S01,SKU017,Beverages,South,176.61,0,0,29,8,20.89,8.11
2025-09-21,S01,SKU017,Beverages,South,177.17,0,0,27,6,21.42,5.58
2025-09-22,S01,SKU017,Beverages,South,177.8,0,0,23,8,20.37,2.63
2025-09-23,S01,SKU017,Beverages,South,172.1,0,0,19,8,19.5,0.5
2025-09-24,S01,SKU017,Beverages,South,174.75,0,0,21,3,19.81,1.19
2025-09-25,S01,SKU017,Beverages,South,174.33,0,0,28,8,20.12,7.88
2025-09-26,S01,SKU017,Beverages,South,175.95,0,0,12,7,19.75,7.75
2025-09-27,S01,SKU017,Beverages,South,178.34,0,0,21,4,20.83,0.17
2025-09-28,S01,SKU017,Beverages,South,161.24,1,0,28,2,28.07,0.07
2025-09-29,S01,SKU017,Beverages,South,180.94,0,0,23,6,19.37,3.63
2025-09-30,S01,SKU017,Beverages,South,176.72,0,0,21,3,19.73,1.27
2025-10-01,S01,SKU017,Beverages,South,176.04,0,0,31,7,19.64,11.36
2025-10-02,S01,SKU017,Beverages,South,178.65,0,1,25,7,22.99,2.01
2025-10-03,S01,SKU017,Beverages,South,180.13,0,0,24,9,20.12,3.88
2025-10-04,S01,SKU017,Beverages,South,178.89,0,0,25,3,22.45,2.55
2025-10-05,S01,SKU017,Beverages,South,180.61,0,0,24,8,22.43,1.57
2025-10-06,S01,SKU017,Beverages,South,181.31,0,0,16,9,20.73,4.73
2025-10-07,S01,SKU017,Beverages,South,175.13,0,0,22,7,20.21,1.79
2025-10-08,S01,SKU017,Beverages,South,178.77,0,0,9,8,20.61,11.61
2025-10-09,S01,SKU017,Beverages,South,165.4,1,0,31,6,26.64,4.36
2025-10-10,S01,SKU017,Beverages,South,175.91,0,0,16,4,20.03,4.03
2025-10-11,S01,SKU017,Beverages,South,159.03,1,0,39,4,27.6,11.4
2025-10-12,S01,SKU017,Beverages,South,182.08,0,0,21,4,21.68,0.68
2025-10-13,S01,SKU017,Beverages,South,175.85,0,0,27,8,20.92,6.08
2025-10-14,S01,SKU017,Beverages,South,178.02,0,0,29,5,21.07,7.93
2025-10-15,S01,SKU017,Beverages,South,178.7,0,0,19,8,21.53,2.53
2025-10-16,S01,SKU017,Beverages,South,178.38,0,0,19,8,21.55,2.55
2025-10-17,S01,SKU017,Beverages,South,179.48,0,0,22,3,21.58,0.42
2025-10-18,S01,SKU017,Beverages,South,176.11,0,0,22,9,23.21,1.21
2025-10-19,S01,SKU017,Beverages,South,173.84,0,0,24,4,22.48,1.52
2025-10-20,S01,SKU017,Beverages,South,178.56,0,0,20,3,21.21,1.21
2025-10-21,S01,SKU017,Beverages,South,160.4,1,0,30,2,27.79,2.21
2025-10-22,S01,SKU017,Beverages,South,174.6,0,0,22,7,20.82,1.18
2025-10-23,S01,SKU017,Beverages,South,176.35,0,0,27,3,21.78,5.22
2025-10-24,S01,SKU017,Beverages,South,179.91,0,0,30,7,21.65,8.35
2025-10-25,S01,SKU017,Beverages,South,176.42,0,0,23,9,24.11,1.11
2025-10-26,S01,SKU017,Beverages,South,176.26,0,0,31,8,23.43,7.57
2025-10-27,S01,SKU017,Beverages,South,161.55,1,0,28,2,30.41,2.41
2025-10-28,S01,SKU017,Beverages,South,174.6,0,0,27,9,23.24,3.76
2025-10-29,S01,SKU017,Beverages,South,179.73,0,0,27,5,23.75,3.25
2025-10-30,S01,SKU017,Beverages,South,174.85,0,0,22,4,23.06,1.06
2025-10-31,S01,SKU017,Beverages,South,176.51,0,0,21,8,23.28,2.28
2025-11-01,S01,SKU017,Beverages,South,173.96,0,0,21,9,24.72,3.72
2025-11-02,S01,SKU017,Beverages,South,174.77,0,0,15,6,24.14,9.14
2025-11-03,S01,SKU017,Beverages,South,176.82,0,0,24,5,22.05,1.95
2025-11-04,S01,SKU017,Beverages,South,180.51,0,0,23,2,22.37,0.63
2025-11-05,S01,SKU017,Beverages,South,178.0,0,0,26,7,21.84,4.16
2025-11-06,S01,SKU017,Beverages,South,179.09,0,0,19,4,22.91,3.91
2025-11-07,S01,SKU017,Beverages,South,175.33,0,0,10,6,22.58,12.58
2025-11-08,S01,SKU017,Beverages,South,163.0,1,0,37,9,30.76,6.24
2025-11-09,S01,SKU017,Beverages,South,181.85,0,0,22,5,23.48,1.48
2025-11-10,S01,SKU017,Beverages,South,175.09,0,0,18,4,22.46,4.46
2025-11-11,S01,SKU017,Beverages,South,174.46,0,0,20,6,22.68,2.68
2025-11-12,S01,SKU017,Beverages,South,175.83,0,0,31,5,22.14,8.86
2025-11-13,S01,SKU017,Beverages,South,173.28,0,0,17,7,22.63,5.63
2025-11-14,S01,SKU017,Beverages,South,173.43,0,0,21,5,21.38,0.38
2025-11-15,S01,SKU017,Beverages,South,179.95,0,0,28,7,23.02,4.98
2025-11-16,S01,SKU017,Beverages,South,177.56,0,0,34,2,24.11,9.89
2025-11-17,S01,SKU017,Beverages,South,175.31,0,0,23,9,23.53,0.53
2025-11-18,S01,SKU017,Beverages,South,174.51,0,0,26,6,24.06,1.94
2025-11-19,S01,SKU017,Beverages,South,177.44,0,0,18,5,23.54,5.54
2025-11-20,S01,SKU017,Beverages,South,176.34,0,0,20,7,22.9,2.9
2025-11-21,S01,SKU017,Beverages,South,177.03,0,0,15,6,21.45,6.45
2025-11-22,S01,SKU017,Beverages,South,176.06,0,0,24,7,23.1,0.9
2025-11-23,S01,SKU017,Beverages,South,176.13,0,0,20,8,22.32,2.32
2025-11-24,S01,SKU017,Beverages,South,167.36,1,0,35,3,28.49,6.51
2025-11-25,S01,SKU017,Beverages,South,175.93,0,0,24,5,22.3,1.7
2025-11-26,S01,SKU017,Beverages,South,178.08,0,0,33,5,22.33,10.67
2025-11-27,S01,SKU017,Beverages,South,181.64,0,0,32,3,22.47,9.53
2025-11-28,S01,SKU017,Beverages,South,177.45,0,0,16,8,23.38,7.38
2025-11-29,S01,SKU017,Beverages,South,178.03,0,0,25,3,24.21,0.79
2025-11-30,S01,SKU017,Beverages,South,177.61,0,0,35,5,25.91,9.09
2025-12-01,S01,SKU017,Beverages,South,180.16,0,0,30,2,22.86,7.14
2025-12-02,S01,SKU017,Beverages,South,175.4,0,0,20,7,23.65,3.65
2025-12-03,S01,SKU017,Beverages,South,176.65,0,0,27,4,23.53,3.47
2025-12-04,S01,SKU017,Beverages,South,161.41,1,0,39,8,32.48,6.52
2025-12-05,S01,SKU017,Beverages,South,180.06,0,0,29,8,23.42,5.58
2025-12-06,S01,SKU017,Beverages,South,179.58,0,0,29,3,27.0,2.0
2025-12-07,S01,SKU017,Beverages,South,178.65,0,0,27,5,27.69,0.69
2025-12-08,S01,SKU017,Beverages,South,176.45,0,0,21,9,25.35,4.35
2025-12-09,S01,SKU017,Beverages,South,171.97,0,0,27,4,24.66,2.34
2025-12-10,S01,SKU017,Beverages,South,177.87,0,0,23,8,25.03,2.03
2025-12-11,S01,SKU017,Beverages,South,175.85,0,0,27,3,24.24,2.76
2025-12-12,S01,SKU017,Beverages,South,175.91,0,0,27,3,24.89,2.11
2025-12-13,S01,SKU017,Beverages,South,176.06,0,0,29,7,27.11,1.89
2025-12-14,S01,SKU017,Beverages,South,178.09,0,0,22,6,27.61,5.61
2025-12-15,S01,SKU017,Beverages,South,175.12,0,0,29,7,25.05,3.95
2025-12-16,S01,SKU017,Beverages,South,173.81,0,0,23,3,24.65,1.65
2025-12-17,S01,SKU017,Beverages,South,160.79,1,0,31,6,32.51,1.51
2025-12-18,S01,SKU017,Beverages,South,176.22,0,0,21,5,25.73,4.73
2025-12-19,S01,SKU017,Beverages,South,174.44,0,0,23,7,25.38,2.38
2025-12-20,S01,SKU017,Beverages,South,165.9,1,0,43,6,34.58,8.42
2025-12-21,S01,SKU017,Beverages,South,174.95,0,0,37,7,27.47,9.53
2025-12-22,S01,SKU017,Beverages,South,161.37,1,0,36,5,35.49,0.51
2025-12-23,S01,SKU017,Beverages,South,176.92,0,0,29,2,27.71,1.29
2025-12-24,S01,SKU017,Beverages,South,176.06,0,0,23,3,28.08,5.08
2025-12-25,S01,SKU017,Beverages,South,174.56,0,1,23,6,33.56,10.56
2025-12-26,S01,SKU017,Beverages,South,176.22,0,0,16,3,26.48,10.48
2025-12-27,S01,SKU017,Beverages,South,177.88,0,0,20,8,28.66,8.66
2025-12-28,S01,SKU017,Beverages,South,174.17,0,0,29,2,27.1,1.9
2025-12-29,S01,SKU017,Beverages,South,177.98,0,0,21,2,24.97,3.97
2025-12-30,S01,SKU017,Beverages,South,175.94,0,0,29,4,24.57,4.43
2025-12-31,S01,SKU017,Beverages,South,177.74,0,0,14,2,25.27,11.27
2025-08-13,S01,SKU018,Snacks,South,275.57,0,0,37,6,44.61,7.61
2025-08-14,S01,SKU018,Snacks,South,289.09,0,0,45,3,44.03,0.97
2025-08-15,S01,SKU018,Snacks,South,286.55,0,1,48,7,51.81,3.81
2025-08-16,S01,SKU018,Snacks,South,263.6,1,0,76,5,62.0,14.0
2025-08-17,S01,SKU018,Snacks,South,284.9,0,0,46,5,48.34,2.34
2025-08-18,S01,SKU018,Snacks,South,293.53,0,0,47,5,44.57,2.43
2025-08-19,S01,SKU018,Snacks,South,286.63,0,0,57,3,45.08,11.92
2025-08-20,S01,SKU018,Snacks,South,281.43,0,0,52,9,45.5,6.5
2025-08-21,S01,SKU018,Snacks,South,287.34,0,0,50,7,45.63,4.37
2025-08-22,S01,SKU018,Snacks,South,284.34,0,0,46,5,45.22,0.78
2025-08-23,S01,SKU018,Snacks,South,285.77,0,0,47,6,47.77,0.77
2025-08-24,S01,SKU018,Snacks,South,285.42,0,0,40,6,48.69,8.69
2025-08-25,S01,SKU018,Snacks,South,282.81,0,0,48,3,45.44,2.56
2025-08-26,S01,SKU018,Snacks,South,283.26,0,0,47,4,45.59,1.41
2025-08-27,S01,SKU018,Snacks,South,282.11,0,0,43,8,43.94,0.94
2025-08-28,S01,SKU018,Snacks,South,287.16,0,0,50,4,44.11,5.89
2025-08-29,S01,SKU018,Snacks,South,294.05,0,0,38,9,44.19,6.19
2025-08-30,S01,SKU018,Snacks,South,289.44,0,0,61,3,46.29,14.71
2025-08-31,S01,SKU018,Snacks,South,286.11,0,0,52,8,47.12,4.88
2025-09-01,S01,SKU018,Snacks,South,286.96,0,0,48,2,45.03,2.97
2025-09-02,S01,SKU018,Snacks,South,287.37,0,0,42,8,44.63,2.63
2025-09-03,S01,SKU018,Snacks,South,256.92,1,0,58,8,59.14,1.14
2025-09-04,S01,SKU018,Snacks,South,280.78,0,0,44,8,45.04,1.04
2025-09-05,S01,SKU018,Snacks,South,282.88,0,0,40,2,45.24,5.24
2025-09-06,S01,SKU018,Snacks,South,287.25,0,0,45,2,48.47,3.47
2025-09-07,S01,SKU018,Snacks,South,284.01,0,0,47,2,47.31,0.31
2025-09-08,S01,SKU018,Snacks,South,290.79,0,0,45,2,44.27,0.73
2025-09-09,S01,SKU018,Snacks,South,289.78,0,0,42,5,43.92,1.92
2025-09-10,S01,SKU018,Snacks,South,288.68,0,0,49,2,43.41,5.59
2025-09-11,S01,SKU018,Snacks,South,286.04,0,0,43,2,44.09,1.09
2025-09-12,S01,SKU018,Snacks,South,285.11,0,0,43,4,43.59,0.59
2025-09-13,S01,SKU018,Snacks,South,288.82,0,0,40,2,47.14,7.14
2025-09-14,S01,SKU018,Snacks,South,281.8,0,0,44,9,46.49,2.49
2025-09-15,S01,SKU018,Snacks,South,275.77,0,0,45,6,43.07,1.93
2025-09-16,S01,SKU018,Snacks,South,286.21,0,0,38,5,42.23,4.23
2025-09-17,S01,SKU018,Snacks,South,280.08,0,0,54,2,42.17,11.83
2025-09-18,S01,SKU018,Snacks,South,281.34,0,0,42,5,42.22,0.22
2025-09-19,S01,SKU018,Snacks,South,286.47,0,0,46,2,42.49,3.51
2025-09-20,S01,SKU018,Snacks,South,284.7,0,0,49,7,45.37,3.63
2025-09-21,S01,SKU018,Snacks,South,280.88,0,0,56,5,45.95,10.05
2025-09-22,S01,SKU018,Snacks,South,284.26,0,0,56,5,43.24,12.76
2025-09-23,S01,SKU018,Snacks,South,290.34,0,0,44,5,43.41,0.59
2025-09-24,S01,SKU018,Snacks,South,260.66,1,0,62,4,58.94,3.06
2025-09-25,S01,SKU018,Snacks,South,288.99,0,0,48,8,44.32,3.68
2025-09-26,S01,SKU018,Snacks,South,278.96,0,0,42,9,44.04,2.04
2025-09-27,S01,SKU018,Snacks,South,262.65,1,0,68,5,62.39,5.61
2025-09-28,S01,SKU018,Snacks,South,295.84,0,0,45,2,48.87,3.87
2025-09-29,S01,SKU018,Snacks,South,280.75,0,0,36,9,44.74,8.74
2025-09-30,S01,SKU018,Snacks,South,288.61,0,0,39,5,43.78,4.78
2025-10-01,S01,SKU018,Snacks,South,288.88,0,0,33,2,44.35,11.35
2025-10-02,S01,SKU018,Snacks,South,288.9,0,1,56,4,51.56,4.44
2025-10-03,S01,SKU018,Snacks,South,284.5,0,0,50,9,43.94,6.06
2025-10-04,S01,SKU018,Snacks,South,291.63,0,0,50,3,47.06,2.94
2025-10-05,S01,SKU018,Snacks,South,287.9,0,0,39,3,47.38,8.38
2025-10-06,S01,SKU018,Snacks,South,286.08,0,0,49,4,43.32,5.68
2025-10-07,S01,SKU018,Snacks,South,286.06,0,0,53,2,43.94,9.06
2025-10-08,S01,SKU018,Snacks,South,291.05,0,0,48,4,43.93,4.07
2025-10-09,S01,SKU018,Snacks,South,286.9,0,0,40,4,44.86,4.86
2025-10-10,S01,SKU018,Snacks,South,281.65,0,0,43,7,44.4,1.4
2025-10-11,S01,SKU018,Snacks,South,288.23,0,0,55,5,46.51,8.49
2025-10-12,S01,SKU018,Snacks,South,281.76,0,0,47,6,48.65,1.65
2025-10-13,S01,SKU018,Snacks,South,285.04,0,0,49,6,45.64,3.36
2025-10-14,S01,SKU018,Snacks,South,286.16,0,0,38,6,45.42,7.42
2025-10-15,S01,SKU018,Snacks,South,284.15,0,0,48,4,45.43,2.57
2025-10-16,S01,SKU018,Snacks,South,294.89,0,0,40,5,45.14,5.14
2025-10-17,S01,SKU018,Snacks,South,288.77,0,0,45,3,45.64,0.64
2025-10-18,S01,SKU018,Snacks,South,288.57,0,0,53,3,49.72,3.28
2025-10-19,S01,SKU018,Snacks,South,280.27,0,0,49,4,48.8,0.2
2025-10-20,S01,SKU018,Snacks,South,261.78,1,0,59,3,59.8,0.8
2025-10-21,S01,SKU018,Snacks,South,283.64,0,0,47,8,45.14,1.86
2025-10-22,S01,SKU018,Snacks,South,280.29,0,0,45,5,45.82,0.82
2025-10-23,S01,SKU018,Snacks,South,287.33,0,0,50,6,44.8,5.2
2025-10-24,S01,SKU018,Snacks,South,273.72,0,0,52,3,45.05,6.95
2025-10-25,S01,SKU018,Snacks,South,284.5,0,0,37,7,48.31,11.31
2025-10-26,S01,SKU018,Snacks,South,287.68,0,0,58,6,47.64,10.36
2025-10-27,S01,SKU018,Snacks,South,294.6,0,0,35,4,43.45,8.45
2025-10-28,S01,SKU018,Snacks,South,289.05,0,0,39,8,44.6,5.6
2025-10-29,S01,SKU018,Snacks,South,288.84,0,0,46,8,44.32,1.68
2025-10-30,S01,SKU018,Snacks,South,288.47,0,0,43,3,44.47,1.47
2025-10-31,S01,SKU018,Snacks,South,292.28,0,0,44,6,44.71,0.71
2025-11-01,S01,SKU018,Snacks,South,288.42,0,0,43,4,47.99,4.99
2025-11-02,S01,SKU018,Snacks,South,282.88,0,0,56,3,48.69,7.31
2025-11-03,S01,SKU018,Snacks,South,285.54,0,0,44,5,44.1,0.1
2025-11-04,S01,SKU018,Snacks,South,280.53,0,0,37,4,45.22,8.22
2025-11-05,S01,SKU018,Snacks,South,282.1,0,0,47,8,44.89,2.11
2025-11-06,S01,SKU018,Snacks,South,292.26,0,0,46,4,44.81,1.19
2025-11-07,S01,SKU018,Snacks,South,286.75,0,0,49,4,44.97,4.03
2025-11-08,S01,SKU018,Snacks,South,263.2,1,0,62,4,62.67,0.67
2025-11-09,S01,SKU018,Snacks,South,286.77,0,0,40,6,49.46,9.46
2025-11-10,S01,SKU018,Snacks,South,281.44,0,0,53,7,45.48,7.52
2025-11-11,S01,SKU018,Snacks,South,287.37,0,0,42,4,44.65,2.65
2025-11-12,S01,SKU018,Snacks,South,288.6,0,0,44,5,46.03,2.03
2025-11-13,S01,SKU018,Snacks,South,284.97,0,0,41,7,45.59,4.59
2025-11-14,S01,SKU018,Snacks,South,282.9,0,0,46,7,45.78,0.22
2025-11-15,S01,SKU018,Snacks,South,285.57,0,0,52,4,48.07,3.93
2025-11-16,S01,SKU018,Snacks,South,284.6,0,0,54,7,48.88,5.12
2025-11-17,S01,SKU018,Snacks,South,282.99,0,0,48,6,45.48,2.52
2025-11-18,S01,SKU018,Snacks,South,287.78,0,0,51,9,45.29,5.71
2025-11-19,S01,SKU018,Snacks,South,279.95,0,0,50,6,45.95,4.05
2025-11-20,S01,SKU018,Snacks,South,281.99,0,0,39,9,46.68,7.68
2025-11-21,S01,SKU018,Snacks,South,279.08,0,0,49,8,46.21,2.79
2025-11-22,S01,SKU018,Snacks,South,287.12,0,0,44,8,48.07,4.07
2025-11-23,S01,SKU018,Snacks,South,284.85,0,0,53,9,48.9,4.1
2025-11-24,S01,SKU018,Snacks,South,283.78,0,0,45,4,45.62,0.62
2025-11-25,S01,SKU018,Snacks,South,283.05,0,0,52,2,45.84,6.16
2025-11-26,S01,SKU018,Snacks,South,284.7,0,0,41,7,45.96,4.96
2025-11-27,S01,SKU018,Snacks,South,282.62,0,0,52,3,45.85,6.15
2025-11-28,S01,SKU018,Snacks,South,282.93,0,0,48,9,46.54,1.46
2025-11-29,S01,SKU018,Snacks,South,275.81,0,0,49,2,52.13,3.13
2025-11-30,S01,SKU018,Snacks,South,264.35,1,0,70,9,67.22,2.78
2025-12-01,S01,SKU018,Snacks,South,294.06,0,0,49,3,47.55,1.45
2025-12-02,S01,SKU018,Snacks,South,261.97,1,0,61,9,65.55,4.55
2025-12-03,S01,SKU018,Snacks,South,274.77,0,0,49,9,49.0,0.0
2025-12-04,S01,SKU018,Snacks,South,264.15,1,0,67,5,65.04,1.96
2025-12-05,S01,SKU018,Snacks,South,289.75,0,0,50,8,48.82,1.18
2025-12-06,S01,SKU018,Snacks,South,287.33,0,0,48,5,54.21,6.21
2025-12-07,S01,SKU018,Snacks,South,290.12,0,0,50,7,51.67,1.67
2025-12-08,S01,SKU018,Snacks,South,281.67,0,0,51,2,49.21,1.79
2025-12-09,S01,SKU018,Snacks,South,283.44,0,0,52,6,48.37,3.63
2025-12-10,S01,SKU018,Snacks,South,264.9,1,0,69,6,66.32,2.68
2025-12-11,S01,SKU018,Snacks,South,284.76,0,0,48,4,47.18,0.82
2025-12-12,S01,SKU018,Snacks,South,282.87,0,0,54,2,50.95,3.05
2025-12-13,S01,SKU018,Snacks,South,288.67,0,0,47,8,55.42,8.42
2025-12-14,S01,SKU018,Snacks,South,282.12,0,0,55,5,56.38,1.38
2025-12-15,S01,SKU018,Snacks,South,262.63,1,0,68,8,67.7,0.3
2025-12-16,S01,SKU018,Snacks,South,287.89,0,0,45,2,51.16,6.16
2025-12-17,S01,SKU018,Snacks,South,273.47,0,0,62,4,49.29,12.71
2025-12-18,S01,SKU018,Snacks,South,283.51,0,0,43,9,48.15,5.15
2025-12-19,S01,SKU018,Snacks,South,263.55,1,0,62,6,70.23,8.23
2025-12-20,S01,SKU018,Snacks,South,287.01,0,0,57,6,56.35,0.65
2025-12-21,S01,SKU018,Snacks,South,284.96,0,0,63,7,57.81,5.19
2025-12-22,S01,SKU018,Snacks,South,288.41,0,0,56,7,52.0,4.0
2025-12-23,S01,SKU018,Snacks,South,260.08,1,0,64,7,71.47,7.47
2025-12-24,S01,SKU018,Snacks,South,286.12,0,0,45,5,53.09,8.09
2025-12-25,S01,SKU018,Snacks,South,289.88,0,1,58,6,59.65,1.65
2025-12-26,S01,SKU018,Snacks,South,287.09,0,0,53,7,54.46,1.46
2025-12-27,S01,SKU018,Snacks,South,284.53,0,0,54,5,59.08,5.08
2025-12-28,S01,SKU018,Snacks,South,279.34,0,0,52,9,57.78,5.78
2025-12-29,S01,SKU018,Snacks,South,281.76,0,0,70,2,54.25,15.75
2025-12-30,S01,SKU018,Snacks,South,288.08,0,0,50,4,55.35,5.35
2025-12-31,S01,SKU018,Snacks,South,284.21,0,0,45,7,53.78,8.78
2025-08-13,S01,SKU019,Personal Care,South,353.44,0,0,56,6,48.9,7.1
2025-08-14,S01,SKU019,Personal Care,South,333.92,1,0,55,6,65.51,10.51
2025-08-15,S01,SKU019,Personal Care,South,357.64,0,1,48,2,56.04,8.04
2025-08-16,S01,SKU019,Personal Care,South,346.33,0,0,51,7,52.39,1.39
2025-08-17,S01,SKU019,Personal Care,South,359.01,0,0,50,4,52.74,2.74
2025-08-18,S01,SKU019,Personal Care,South,357.89,0,0,46,6,47.36,1.36
2025-08-19,S01,SKU019,Personal Care,South,354.48,0,0,42,7,47.49,5.49
2025-08-20,S01,SKU019,Personal Care,South,353.12,0,0,46,8,47.29,1.29
2025-08-21,S01,SKU019,Personal Care,South,356.61,0,0,47,8,46.37,0.63
2025-08-22,S01,SKU019,Personal Care,South,366.62,0,0,44,6,45.79,1.79
2025-08-23,S01,SKU019,Personal Care,South,368.94,0,0,44,7,49.61,5.61
2025-08-24,S01,SKU019,Personal Care,South,357.88,0,0,49,2,49.22,0.22
2025-08-25,S01,SKU019,Personal Care,South,363.57,0,0,47,5,45.93,1.07
2025-08-26,S01,SKU019,Personal Care,South,362.57,0,0,37,2,46.1,9.1
2025-08-27,S01,SKU019,Personal Care,South,357.5,0,0,42,6,45.55,3.55
2025-08-28,S01,SKU019,Personal Care,South,359.38,0,0,45,2,45.48,0.48
2025-08-29,S01,SKU019,Personal Care,South,357.89,0,0,39,4,45.07,6.07
2025-08-30,S01,SKU019,Personal Care,South,351.36,0,0,49,5,48.22,0.78
2025-08-31,S01,SKU019,Personal Care,South,359.25,0,0,41,4,47.97,6.97
2025-09-01,S01,SKU019,Personal Care,South,358.8,0,0,47,5,44.32,2.68
2025-09-02,S01,SKU019,Personal Care,South,352.41,0,0,46,6,44.22,1.78
2025-09-03,S01,SKU019,Personal Care,South,358.32,0,0,46,7,44.62,1.38
2025-09-04,S01,SKU019,Personal Care,South,354.56,0,0,47,8,44.36,2.64
2025-09-05,S01,SKU019,Personal Care,South,348.31,0,0,42,8,44.47,2.47
2025-09-06,S01,SKU019,Personal Care,South,364.17,0,0,39,9,46.67,7.67
2025-09-07,S01,SKU019,Personal Care,South,330.71,1,0,69,8,60.36,8.64
2025-09-08,S01,SKU019,Personal Care,South,360.82,0,0,40,2,44.24,4.24
2025-09-09,S01,SKU019,Personal Care,South,358.04,0,0,48,2,42.72,5.28
2025-09-10,S01,SKU019,Personal Care,South,362.13,0,0,44,2,42.6,1.4
2025-09-11,S01,SKU019,Personal Care,South,360.39,0,0,41,3,42.75,1.75
2025-09-12,S01,SKU019,Personal Care,South,362.41,0,0,50,5,42.55,7.45
2025-09-13,S01,SKU019,Personal Care,South,352.63,0,0,50,6,45.76,4.24
2025-09-14,S01,SKU019,Personal Care,South,363.12,0,0,38,2,45.89,7.89
2025-09-15,S01,SKU019,Personal Care,South,344.88,0,0,45,8,41.79,3.21
2025-09-16,S01,SKU019,Personal Care,South,350.15,0,0,43,5,41.92,1.08
2025-09-17,S01,SKU019,Personal Care,South,355.77,0,0,46,5,41.74,4.26
2025-09-18,S01,SKU019,Personal Care,South,323.84,1,0,61,8,55.45,5.55
2025-09-19,S01,SKU019,Personal Care,South,365.03,0,0,47,6,42.49,4.51
2025-09-20,S01,SKU019,Personal Care,South,358.08,0,0,50,2,45.28,4.72
2025-09-21,S01,SKU019,Personal Care,South,353.56,0,0,44,2,46.14,2.14
2025-09-22,S01,SKU019,Personal Care,South,368.84,0,0,54,3,43.19,10.81
2025-09-23,S01,SKU019,Personal Care,South,346.2,0,0,40,5,43.97,3.97
2025-09-24,S01,SKU019,Personal Care,South,355.36,0,0,42,5,44.26,2.26
2025-09-25,S01,SKU019,Personal Care,South,353.82,0,0,52,6,42.93,9.07
2025-09-26,S01,SKU019,Personal Care,South,362.49,0,0,42,7,43.56,1.56
2025-09-27,S01,SKU019,Personal Care,South,365.6,0,0,51,6,47.0,4.0
2025-09-28,S01,SKU019,Personal Care,South,354.89,0,0,54,4,45.99,8.01
2025-09-29,S01,SKU019,Personal Care,South,359.23,0,0,39,9,44.48,5.48
2025-09-30,S01,SKU019,Personal Care,South,352.77,0,0,47,8,43.82,3.18
2025-10-01,S01,SKU019,Personal Care,South,367.82,0,0,46,6,44.31,1.69
2025-10-02,S01,SKU019,Personal Care,South,359.7,0,1,47,7,52.51,5.51
2025-10-03,S01,SKU019,Personal Care,South,356.63,0,0,46,8,44.37,1.63
2025-10-04,S01,SKU019,Personal Care,South,355.53,0,0,51,2,48.0,3.0
2025-10-05,S01,SKU019,Personal Care,South,350.44,0,0,56,3,48.27,7.73
2025-10-06,S01,SKU019,Personal Care,South,325.31,1,0,49,8,60.18,11.18
2025-10-07,S01,SKU019,Personal Care,South,369.76,0,0,52,5,44.81,7.19
2025-10-08,S01,SKU019,Personal Care,South,354.89,0,0,44,8,45.56,1.56
2025-10-09,S01,SKU019,Personal Care,South,353.93,0,0,38,6,45.54,7.54
2025-10-10,S01,SKU019,Personal Care,South,357.91,0,0,47,5,44.65,2.35
2025-10-11,S01,SKU019,Personal Care,South,363.31,0,0,49,2,48.2,0.8
2025-10-12,S01,SKU019,Personal Care,South,359.25,0,0,49,4,48.54,0.46
2025-10-13,S01,SKU019,Personal Care,South,328.24,1,0,53,2,58.52,5.52
2025-10-14,S01,SKU019,Personal Care,South,361.75,0,0,48,4,45.66,2.34
2025-10-15,S01,SKU019,Personal Care,South,361.49,0,0,46,8,45.66,0.34
2025-10-16,S01,SKU019,Personal Care,South,354.64,0,0,49,9,45.7,3.3
2025-10-17,S01,SKU019,Personal Care,South,360.71,0,0,44,4,45.9,1.9
2025-10-18,S01,SKU019,Personal Care,South,356.87,0,0,45,3,49.67,4.67
2025-10-19,S01,SKU019,Personal Care,South,354.83,0,0,49,8,48.44,0.56
2025-10-20,S01,SKU019,Personal Care,South,357.75,0,0,46,7,45.98,0.02
2025-10-21,S01,SKU019,Personal Care,South,353.36,0,0,56,2,44.75,11.25
2025-10-22,S01,SKU019,Personal Care,South,362.78,0,0,45,7,45.72,0.72
2025-10-23,S01,SKU019,Personal Care,South,364.85,0,0,45,6,45.53,0.53
2025-10-24,S01,SKU019,Personal Care,South,327.07,1,0,60,7,60.41,0.41
2025-10-25,S01,SKU019,Personal Care,South,347.69,0,0,49,4,50.27,1.27
2025-10-26,S01,SKU019,Personal Care,South,357.09,0,0,47,9,50.31,3.31
